player_id,player_name,event_id,event_date,score,rank,points,event_pr,season,tier
2,Punchshot,Season 3 - Event 1,07/31/2025,-37,2,18,1006,3,1Premier
3,Skoljets,Season 3 - Event 1,07/31/2025,-36,3,15,996,3,1Premier
35,bighen,Season 3 - Event 1,07/31/2025,-35,4,12,986,3,1Premier
41,Ray,Season 3 - Event 1,07/31/2025,-35,4,12,986,3,1Premier
54,AntzBundy,Season 3 - Event 1,07/31/2025,-32,6,8,956,3,1Premier
15,healy,Season 3 - Event 1,07/31/2025,-32,7,6,956,3,1Premier
5,Big Mike,Season 3 - Event 1,07/31/2025,-31,8,4,946,3,1Premier
48,LEE_HAMMEL,Season 3 - Event 1,07/31/2025,-30,9,2,936,3,1Premier
4,Pretty,Season 3 - Event 1,07/31/2025,-27,10,1,906,3,1Premier
30,MattyIce,Season 3 - Event 1,07/31/2025,-26,11,0,896,3,1Premier
29,Jox,Season 3 - Event 1,07/31/2025,-24,12,0,876,3,1Premier
44,ThatMetal1,Season 3 - Event 1,07/31/2025,-35,1,25,986,3,2Championship
6,Dailafin,Season 3 - Event 1,07/31/2025,-32,2,18,956,3,2Championship
10,Mighty,Season 3 - Event 1,07/31/2025,-31,3,15,946,3,2Championship
50,KINGMONROE,Season 3 - Event 1,07/31/2025,-31,3,15,946,3,2Championship
14,FUT1235,Season 3 - Event 1,07/31/2025,-30,5,10,936,3,2Championship
31,StonyQueso,Season 3 - Event 1,07/31/2025,-29,6,8,926,3,2Championship
51,Dawgpound,Season 3 - Event 1,07/31/2025,-27,7,6,906,3,2Championship
16,FLUID,Season 3 - Event 1,07/31/2025,-24,8,4,876,3,2Championship
17,Murfster,Season 3 - Event 1,07/31/2025,-22,9,2,856,3,2Championship
7,Orangeman,Season 3 - Event 1,07/31/2025,-19,10,1,826,3,2Championship
13,Stikky,Season 3 - Event 1,07/31/2025,-19,10,1,826,3,2Championship
23,micmac,Season 3 - Event 1,07/31/2025,-17,12,0,806,3,2Championship
49,Slawdawg,Season 3 - Event 1,07/31/2025,-15,13,0,786,3,2Championship
37,Veinreaper,Season 3 - Event 1,07/31/2025,-14,14,0,776,3,2Championship
33,Bethany,Season 3 - Event 1,07/31/2025,-13,15,0,766,3,2Championship
62,Lazer,Season 3 - Event 1,07/31/2025,-29,1,25,926,3,3League One
60,Fishknuckle,Season 3 - Event 1,07/31/2025,-26,2,18,896,3,3League One
57,Don,Season 3 - Event 1,07/31/2025,-25,3,15,886,3,3League One
20,Exposed,Season 3 - Event 1,07/31/2025,-24,4,12,876,3,3League One
55,NotoriousHig,Season 3 - Event 1,07/31/2025,-23,5,10,866,3,3League One
52,zillaglows,Season 3 - Event 1,07/31/2025,-23,5,10,866,3,3League One
56,RealScottyB,Season 3 - Event 1,07/31/2025,-16,7,6,796,3,3League One
11,bigwhit,Season 3 - Event 1,07/31/2025,-16,7,6,796,3,3League One
63,Up2Late_88,Season 3 - Event 1,07/31/2025,-16,7,6,796,3,3League One
58,FlexxBigShick,Season 3 - Event 1,07/31/2025,-13,10,1,766,3,3League One
46,CowboyHippie425,Season 3 - Event 1,07/31/2025,-12,11,0,756,3,3League One
43,ATURBO,Season 3 - Event 1,07/31/2025,-3,12,0,666,3,3League One
67,Supersonic,Season 3 - Event 1,07/31/2025,-30,1,25,936,3,yyChallenger
65,MScarn,Season 3 - Event 1,07/31/2025,-29,2,18,926,3,yyChallenger
66,BARTICUS,Season 3 - Event 1,07/31/2025,-24,3,15,876,3,yyChallenger
59,Submarine,Season 3 - Event 1,07/31/2025,-33,1,25,966,3,zzNon-Discord
40,ruggmike,Season 3 - Event 1,07/31/2025,-19,2,18,826,3,zzNon-Discord
